Title,Price,Location_Category,Link,Brand,Condition,Size,Refresh_Rate,Resolution,Description
23 INCH DELL FULL HD LED USED MONITOR,"Rs 12,500",Unknown,https://ikman.lk/en/ad/23-inch-dell-full-hd-led-used-monitor-for-sale-colombo-11,,,23 Inch,60Hz,FHD,⭕Brand New Condition⭕දැන් Koko Payment හරහා වාරික 3කින් වගේම Payzy  Payment හරහා ඔයාට වාරික 4කින් ද ගෙවීමේ  ක්‍රමයට අපෙන් උපාංග මිල දී ගැනීමේ හැකියාව තිබේ.😍⭕ ඔබට අවශ්‍ය ප්‍රෙමානයෙන් යුත් විශාල ප්‍රේමාණයක් අප ආයතනයේ ඇත. ඔබට ඇවිත් තෝරා ගත හැකි අතර අවශ්‍ය නම් නිවසටම ගෙන්වා දිය හැක .⭕ ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 10ක කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !To Visit Our Web Site – Https://mdcomputers.Lk/............................................................                                        Md Computers                                                    .............................................................BRAND – DELLMODEL – P2314HTMODEL YEAR – 2013PANEL TYPE – LEDSCREEN SIZE – 23 INCHRESOLUTION – 1920 x 1080 (Full HD) 60 HzCONNECTIVITY – DISPLAYPORTS / VGA / DVIWARRANTY – 03 MONTHWITHOUT CABLE ⭕ Call for More Details⭕ Md Computer Solutions.⭕ Homagama ( Opposite to Nsb Bank )
i5 4th GEN with 22 ' LED Wide Monitor,"Rs 28,999",Unknown,https://ikman.lk/en/ad/i5-4th-gen-with-22-led-wide-monitor-for-sale-kandy-20,,,Unknown,Unknown,Unknown,"මෙය විශේෂ දීමනාවකි,intel Core i5 4Th Generation 4Gb Ram, 320Gb Hard, Dvd Writer, පරිගණකයක් සමග 22 Wide Display Full Hd Monitor එකක් Rs 29000/= කි, ********************************Computer It Server  පාරිබොගිකයන් හට විශිශ්ට සේවාවක් ලබා දුන්, රජයේ ලියාපදිංචි කරන ලද, අනර්ග පරිගණක හා උපාංග අලෙවියෙන් කීර්ති නාමයක් ලද, පරිගනක ආයතනයකි. *********************************මෙම විශේෂ දීමනාව යටතේ මෙම පරිගණකය ලබා ගැනීමට මෙම දැන්වීම අනිවර්යෙන් ඉදිරිපත් කල යුතු බව කරුණාවෙන් සලකන්න,මෙම දීමනාව සීමිත දින කිහිපයක් සදහා පමණි ************************************Location- මහනුවර නගරයෙ සිට 2 Km කටුගස්තොට දෙසට පෑමිනි විට තිබෙන Pizza Hut ආයතනය අසල අපගෙ පරිගනක ආයතනය පිහිටා ඈත.************************************ඔබගේ නිවසට, කාර්යාලයට, වෙලදසෑලට, පරිගනක ආයතනයට, අවශ්ය පරිගනක මිලදි ගෑනිම සදහා අපගේ පරිගනක ආයතනයට පෑමිනෙන්න.********************************ඔබට අවශ්ය පරිදි පරිගනක සකස් කරවා ගෑනිමට අප ආයතනයට පෑමිනෙන්න......********************************ශ්‍රී ලන්කාවෙ අඩුම මිලට.....ඉතාමත් අනර්ග තත්වයෙ පරිගනකSuper Price in Sri Lanka..............*********************************We Are Selling Genuine Computer Parts Only******Intel Core I5 3.6 Ghz, 4Th Generation 4570-4590 ModelH81 Mother Board**********Best for The Genuine Gaming-Official Cpu320Gb Hard (new Condition)4Gb Ram Ddr3Dvd Writer2Gb Vga on Board Shared8 Usb Ports Available********Best Quality Performance Cpu....*******************************1 Month/ 2 Month/ 6 Month/ 1 Year Warranty Available Two Years Free Service Warranty  *******************************Intel I5 4Th Gen 4Gb-320Gb-Dvd- Pc with 22 Wide Display Full Hd Monitor- 28000/=***********************************මෙය විශේෂ දීමනාවකි, Intel Core I5 4Th Generation 4Gb Ram, 320 Gb Hard, Dvd Writer, පරිගණකයක් සමග 22 Wide Display Full Hd Monitor එකක් Rs 29000/= කි, *********************************ඔබගේ පෑරනි පරිගනකය සම්පුර්නයෙන්ම ඉවත් කරන්නේ කුමකටද, රෑගෙන එන්නcomputer It Server අපගේ ආයතනයට, අප එයට නවීන කොටස් දමා අද කාලයට ගෑලපෙන පරිදි පහසු මිලට සකස් කරවා දෙන්නෙමු,**********************************දිවයින පුරා ඔබගේ නිවසටම ආරක්ෂිතව භාණ්ඩ ගෙන්වා ගැනීමට අපව අමතන්නIsland Wide Deliver Service Available.......**************************************අප  ආයතනයේ විශේෂත්වය********************* Online පරිගණක අලෙවිය මහනුවර නගරයේ ආරම්බ කරන ලද්දේ අප ආයතනය මගිනි,**ikman.Lk අරම්බක සාමාජිකත්වය ලබා ඇත්තේද අප ආයතනය වේ **එක් මාදිලියකින් තෝරා ගැනීමට විශාල පරිගණක ප්‍රමාණයක් ඇති එකම ආයතනයි,**මහනුවර නගරයේ ඉතාමත් ජනප්‍රියම පරිගණක ආයතනක් බවටද අප ආයතනය පත්ව ඇත ** අනර්ග පරිගණක හා උපාංග අලෙවි කර ඉතාමත් කීර්තිමත් නාමයක් ලබා ඇති ආයතනයකි **රජයේ ලියාපදිංචි කර ඇති ආයතනයකි, රජයේ කාර්යාල, හෝටල්, නිවාස, වැඩ බිම්, සහ ඉගෙනුම් ආයතන සදහා විශාල ලෙස පරිගණක හා සේවාවන් ලබා දී  ඉතාමත් ජනප්‍රිය තලයේ ඉහලින්ම පවතින ආයතනයකි. ****************************************"
"DELL P2319H 23"" inch Full HD IPS HDMI Frameless used Monitor (no cables)","Rs 19,500",Unknown,https://ikman.lk/en/ad/dell-p2319h-23-inch-full-hd-ips-hdmi-frameless-used-monitor-no-cables-for-sale-colombo-2,,,23 Inch,60Hz,FHD,"ඔබ සොයන උසස්ම තත්ත්වයේ පරිගණක උපාංග වසර 10ක විශ්වාසය හා වගකීමක් සහිතව, වෙළඳපල අවම මිලට අපෙන් ලබාගන්න.Menna P2319H  specs:Display Specs:Screen Size: 23 Inches  Panel Type: IPS (In-Plane Switching) -Resolution: Full HD (1920 x 1080)  Refresh Rate: 60Hz  Response Time: 8 ms (Normal mode) / 5 ms (Fast mode)  Brightness: 250 cd/m² (Typical)  Contrast Ratio: 1000:1  Screen Coating: Anti-glare (3H Hard Coating)Ports & Connectivity (Built-in USB Hub):1 x HDMI 1.4  1 x DisplayPort 1.2  1 x VGA  1 x USB 3.0 Upstream x USB 3.0 Downstream 2 x USB 2.0 Downstream3 Months Warranty🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗✨ සුවිශේෂී වරප්‍රසාද:✅ KOKO App පහසුකම: ඕනෑම භාණ්ඩයක් මාස 3කින් ගෙවීමේ පදනම මත ලබාගත හැක (කොන්දේසි සහිතයි).✅ දිවයින පුරා බෙදාහැරීම: ආරක්ෂිතව ඔබේ නිවසටම ගෙන්වා ගත හැක. (NO COD Available)✅ විශ්වාසනීය සේවාව: ක්ෂේත්‍රයේ වසර 10කට වැඩි පළපුරුද්ද.⚠️ විශේෂ දැනුම්දීමයි:විශේෂ මිල ගණන්: මෙම විශේෂ මිල ලබාගැනීම සඳහා මෙම දැන්වීම (Post එක) ඉදිරිපත් කළ යුතුය. නැතහොත් සාමාන්‍ය මිල ගණන් අදාළ වේ.මිල වෙනස්වීම්: පවතින තොග සහ විනිමය අනුපාත මත මිල ගණන් සුළු වශයෙන් වෙනස් විය හැක. පැමිණීමට පෙර තොග පවතිදැයි විමසා බලන්න.ගෙවීම් ක්‍රම: ඉහත සඳහන් මිල ගණන් අදාළ වන්නේ මුදලින් හෝ බැංකු හුවමාරු (Cash/Bank Transfer) සඳහා පමණි. අනෙකුත් ගෙවීම් ක්‍රම සඳහා අදාළ සේවා ගාස්තු එකතු වේ.    📲 වැඩි විස්තර දැන ගැනිම සදහා උදෑසන 9.30 සිට පස්වරු 6.30 දක්වා අපව අමතන්න.   🚚 දිවයින පුරා බෙදාහැරිම් කටයුතු සිදු කරනු ලැබේ.    📶 වැඩි විස්තර සදහා අපගේ වෙබ් පිටුවට දැනම පිවිසෙන්න https://myitem.lk/    📍 Myitem.lk(pvt) LTD"
23 INCH HP FULL HD IPS FRAMELESS USED MONITOR,"Rs 17,500",Unknown,https://ikman.lk/en/ad/23-inch-hp-full-hd-ips-frameless-used-monitor-for-sale-colombo-49,,,23 Inch,60Hz,FHD,⭕Brand New Condition⭕දැන් Koko Payment හරහා වාරික 3කින් වගේම Payzy  Payment හරහා ඔයාට වාරික 4කින් ද ගෙවීමේ  ක්‍රමයට අපෙන් උපාංග මිල දී ගැනීමේ හැකියාව තිබේ.😍⭕ ඔබට අවශ්‍ය ප්‍රෙමානයෙන් යුත් විශාල ප්‍රේමාණයක් අප ආයතනයේ ඇත. ඔබට ඇවිත් තෝරා ගත හැකි අතර අවශ්‍ය නම් නිවසටම ගෙන්වා දිය හැක .⭕ ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 10ක කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !To Visit Our Web Site – Https://mdcomputers.Lk/............................................................                                        Md Computers                                                    .............................................................BRAND – HPMODEL – Z23NDISPLAY SIZE – 23 INCHPANAL TYPE – FULL HD IPSRESOLUTION – 1920×1080REFRASH RATE –  60 HzWARRANTY – 03 MONTHPORTS – HDMI / DP / VGA⭕ Call for More Details⭕ Md Computer Solutions.⭕ Homagama ( Opposite to Nsb Bank )
"Computer i5 3rd Gen|8GB RAM|500GB HDD (Monitor+Full Set PC) 17""- 22""","Rs 20,950",Unknown,https://ikman.lk/en/ad/computer-i5-3rd-gen8gb-ram500gb-hdd-monitorfull-set-pc-17-22-for-sale-gampaha,,,17 Inch,Unknown,Unknown,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁CORE I5 3RD GEN COMPUTER - Rs.20950/- PROCESSOR - 2.3GHZ - 3.0GHZ RAM - 8GB (CAN BE UPGRADED RAM) HDD - 500GB (CAN BE UPGRADED HDD,SSD)WINDOWS - 10 Or 11(03 MONTHS WARRANTY)COMPUTER WITH 17"" LCD MONITOR FULL SET - Rs.32200/-COMPUTER WITH 22"" WIDE LED MONITOR FULL SET - Rs.35900/-COMPUTER WITH 23"" WIDE IPS LED MONITOR FULL SET - Rs.37500/-COMPUTER WITH 22"" IPS HDMI FRAMELESS MONITOR FULL SET - Rs.42900/-🔴 උදේ 9.00 ඉඳන් රෑ 12.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00 AM to 12:00 midnight — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (08052026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 🔴 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*)  📌 කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALSwww.shatechzone.lk-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
"22"" Inch HP(P224) Frameless IPS Monitor (Full HD)","Rs 17,000",Unknown,https://ikman.lk/en/ad/22-inch-hpp224-frameless-ips-monitor-full-hd-for-sale-colombo-1,,,22 Inch,Unknown,Unknown,"🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁                                 📌 BRAND NEW CONDITIONS📌                                📌KOREAN USED MONITORS📌           💥 මෙම විශේෂ දීමනාව IKMAN.LK පාරිභෝගිකයන් සදහා පමනයි💥🔴22"" INCH HP Frameless IPS Monitor (Full HD)🔴💥HP P224 MODELS✅HDMI PORT✅VGA PORT✅DISPLAY PORT ✅WITH OUT CABLE✅ONE TO ONE REPLACE 03 MONTHS WARRANTY✅ආනයනය කරන ලද හා ශ්‍රී ලංකාව ඇතුළත භාවිතා කර නොමැති 100% ක් අලුත් තත්ත්වයෙන් යුත් පරිගණක දැන් විශේෂ වට්ටම් යටතේ ලබා ගත හැක.✅ඔබගේ නිවසට, කාර්යාලයට, වෙලදසෑලට, පරිගනක ආයතනයට, අවශ්ය පරිගනක මිලදි ගෑනිම සදහා අපගේ පරිගනක ආයතනයට පෑමිනෙන්න.✅අප ආයතනයෙන් පරිගණක හා උපාංග මිලදී ගෙන ඔබත් වෙනස අත් විඳින්නවැඩි විස්තර සඳහා උදෑසන 10.00 -සිට ප.ව 7.00 අතර අපව අමතන්න✅ඔබගේ පෑරනි පරිගනකය සම්පුර්නයෙන්ම ඉවත් කරන්නේ කුමකටද, රෑගෙන එන්න LIO COMPUTER (KOTTE) අපගේ ආයතනයට, අප එයට නවීන කොටස් දමා අද කාලයට ගෑලපෙන පරිදි පහසු මිලට සකස් කරවා දෙන්නෙමු.🔴LIO COMPUTERS🔴🔴NO. 370, KOTTE ROAD, KOTTE..."
22 INCH DELL FULL HD IPS LED SILVER LINE MONITOR,"Rs 11,500",Unknown,https://ikman.lk/en/ad/22-inch-dell-full-hd-ips-led-silver-line-monitor-for-sale-colombo-2,,,22 Inch,Unknown,Unknown,⭕Brand New Condition⭕දැන් Koko Payment හරහා වාරික 3කින් වගේම Payzy  Payment හරහා ඔයාට වාරික 4කින් ද ගෙවීමේ  ක්‍රමයට අපෙන් උපාංග මිල දී ගැනීමේ හැකියාව තිබේ.😍⭕ ඔබට අවශ්‍ය ප්‍රෙමානයෙන් යුත් විශාල ප්‍රේමාණයක් අප ආයතනයේ ඇත. ඔබට ඇවිත් තෝරා ගත හැකි අතර අවශ්‍ය නම් නිවසටම ගෙන්වා දිය හැක .⭕ ඔබගේ පරිගණක සිහිනය සැබෑ කර ගැනීමට වසර 10ක කාලයක් පමණ විශ්වාසනීය සේවාවක් සපයන අපව තෝරා ගැනීම සම්බන්දයෙන් ඔබට ස්තුතීයි !To Visit Our Web Site – Https://mdcomputers.Lk/............................................................                                        Md Computers                                                    .............................................................BRAND – DELLMODEL – P2214HBCOLOR – SILVER LINEPANAL TYPE – FULL HD LEDSCREEN SIZE – 22 INCHWARRANTY – 03 MONTH⭕ Call for More Details⭕ Md Computer Solutions.⭕ Homagama ( Opposite to Nsb Bank )
i3 4th Gen with 22 '' LED Monitor,"Rs 25,999",Unknown,https://ikman.lk/en/ad/i3-4th-gen-with-22-led-monitor-for-sale-kandy-2,,,Unknown,Unknown,Unknown,"මෙය විශේෂ දීමනාවකි,intel Core i3 4Th Generation 4Gb Ram, 320Gb Hard, Dvd Writer, පරිගණකයක් සමග 22 Wide Display Full Hd Monitor එකක් Rs 26000/= කි, ********************************Computer It Server  පාරිබොගිකයන් හට විශිශ්ට සේවාවක් ලබා දුන්, රජයේ ලියාපදිංචි කරන ලද, අනර්ග පරිගණක හා උපාංග අලෙවියෙන් කීර්ති නාමයක් ලද, පරිගනක ආයතනයකි. *********************************මෙම විශේෂ දීමනාව යටතේ මෙම පරිගණකය ලබා ගැනීමට මෙම දැන්වීම අනිවර්යෙන් ඉදිරිපත් කල යුතු බව කරුණාවෙන් සලකන්න,මෙම දීමනාව සීමිත දින කිහිපයක් සදහා පමණි ************************************Location- මහනුවර නගරයෙ සිට 2 Km කටුගස්තොට දෙසට පෑමිනි විට තිබෙන Pizza Hut ආයතනය අසල අපගෙ පරිගනක ආයතනය පිහිටා ඈත.************************************ඔබගේ නිවසට, කාර්යාලයට, වෙලදසෑලට, පරිගනක ආයතනයට, අවශ්ය පරිගනක මිලදි ගෑනිම සදහා අපගේ පරිගනක ආයතනයට පෑමිනෙන්න.********************************ඔබට අවශ්ය පරිදි පරිගනක සකස් කරවා ගෑනිමට අප ආයතනයට පෑමිනෙන්න......********************************ශ්‍රී ලන්කාවෙ අඩුම මිලට.....ඉතාමත් අනර්ග තත්වයෙ පරිගනකSuper Price in Sri Lanka..............*********************************We Are Selling Genuine Computer Parts Only******Intel Core I3 3.6 Ghz, 4Th GenerationH81 Mother Board**********Best for The Samsung Genuine Gaming-Official Cpu320Gb Hard (new Condition)4Gb Ram Ddr3Dvd Writer2Gb Vga on Board SharedSAMSUNG Pc8 Usb Ports Available********Best Quality Performance Cpu....*******************************1 Month/ 2 Month/ 6 Month/ 1 Year Warranty Available Two Years Free Service Warranty  *******************************Intel I3 4Th Gen 4Gb-320Gb-Dvd- Pc with 22 Wide Display Full Hd Monitor- 26000/=***********************************මෙය විශේෂ දීමනාවකි, Intel Core I3 4Th Generation 4Gb Ram, 320 Gb Hard, Dvd Writer, පරිගණකයක් සමග 22 Wide Display Full Hd Monitor එකක් Rs 25000/= කි, *********************************ඔබගේ පෑරනි පරිගනකය සම්පුර්නයෙන්ම ඉවත් කරන්නේ කුමකටද, රෑගෙන එන්නcomputer It Server අපගේ ආයතනයට, අප එයට නවීන කොටස් දමා අද කාලයට ගෑලපෙන පරිදි පහසු මිලට සකස් කරවා දෙන්නෙමු,**********************************දිවයින පුරා ඔබගේ නිවසටම ආරක්ෂිතව භාණ්ඩ ගෙන්වා ගැනීමට අපව අමතන්නIsland Wide Deliver Service Available.......**************************************අප  ආයතනයේ විශේෂත්වය********************* Online පරිගණක අලෙවිය මහනුවර නගරයේ ආරම්බ කරන ලද්දේ අප ආයතනය මගිනි,**ikman.Lk අරම්බක සාමාජිකත්වය ලබා ඇත්තේද අප ආයතනය වේ **එක් මාදිලියකින් තෝරා ගැනීමට විශාල පරිගණක ප්‍රමාණයක් ඇති එකම ආයතනයි,**මහනුවර නගරයේ ඉතාමත් ජනප්‍රියම පරිගණක ආයතනක් බවටද අප ආයතනය පත්ව ඇත ** අනර්ග පරිගණක හා උපාංග අලෙවි කර ඉතාමත් කීර්තිමත් නාමයක් ලබා ඇති ආයතනයකි **රජයේ ලියාපදිංචි කර ඇති ආයතනයකි, රජයේ කාර්යාල, හෝටල්, නිවාස, වැඩ බිම්, සහ ඉගෙනුම් ආයතන සදහා විශාල ලෙස පරිගණක හා සේවාවන් ලබා දී  ඉතාමත් ජනප්‍රිය තලයේ ඉහලින්ම පවතින ආයතනයකි. ****************************************"
i5 3rd Gen with 22'' Led Wide Monitor,"Rs 26,999",Unknown,https://ikman.lk/en/ad/i5-3rd-gen-with-22-led-wide-monitor-for-sale-kandy-7,,,22 Inch,Unknown,Unknown,"මෙය විශේෂ දීමනාවකි,intel Core i5 3rd Generation 4Gb Ram, 320Gb Hard, Dvd Writer, පරිගණකයක් සමග 22 Wide Display Full Hd Monitor එකක් Rs 27000/= කි, ********************************COMPUTER IT SERVER පාරිබොගිකයන් හට විශිශ්ට සේවාවක් ලබා දුන්, රජයේ ලියාපදිංචි කරන ලද, අනර්ග පරිගණක  අලෙවියෙන් කීර්ති නාමයක් ලද, පරිගනක ආයතනයකි. **********************************************මෙම විශේෂ දීමනාව යටතේ මෙම පරිගණකය ලබා ගැනීමට මෙම දැන්වීම අනිවර්යෙන් ඉදිරිපත් කල යුතු බව කරුණාවෙන් සලකන්න,මෙම දීමනාව සීමිත දින කිහිපයක් සදහා පමණි ********************************************************LOCATION- මහනුවර නගරයෙ සිට 2 Km කටුගස්තොට දෙසට පෑමිනි විට තිබෙන PIZZA HUT ආයතනය අසල අපගෙ පරිගනක ආයතනය පිහිටා ඈත.********************************************************ඔබගේ නිවසට, කාර්යාලයට, වෙලදසෑලට, පරිගනක ආයතනයට, අවශ්ය පරිගනක මිලදි ගෑනිම සදහා අපගේ පරිගනක ආයතනයට පෑමිනෙන්න.*******************************************************ඔබට අවශ්ය පරිදි පරිගනක සකස් කරවා ගෑනිමට අප ආයතනයට පෑමිනෙන්න......********************************************************ශ්‍රී ලන්කාවෙ අඩුම මිලට.....ඉතාමත් අනර්ග තත්වයෙ පරිගනකSUPER PRICE IN SRI LANKA..............INTEL CORE i5 3.6Ghz, 3RD GENERATION PCBEST -OFFICIAL  GENUINE DELL PC320GB HARD (NEW CONDITION)4GB RAM DDR 32GB ON BOARD VGA SHRED HP GENUINE POWER SUPPLY10 USB PORTDISPLAY PORTS****BEST QUALITY PERFORMANCE CPU *******************************1 MONTH/ 2 MONTH/ 6 MONTH/ 1 YEAR WARRANTY AVAILABLE TWO YEARS FREE SERVICE WARRANTY *******************************Intel I5 3rd Gen 4Gb-500Gb-Dvd- Pc with 22 wide Display Full Hd Monitor- 27000/=***********************************ඔබගේ පෑරනි පරිගනකය සම්පුර්නයෙන්ම ඉවත් කරන්නේ කුමකටද, රෑගෙන එන්නCOMPUTER IT SERVER අපගේ ආයතනයට, අප එයට නවීන කොටස් දමා අද කාලයට ගෑලපෙන පරිදි පහසු මිලට සකස් කරවා දෙන්නෙමු,**************************************************දිවයින පුරා ඔබගේ නිවසටම ආරක්ෂිතව භාණ්ඩ ගෙන්වා ගැනීමට අපව අමතන්නISLAND  WIDE  DELIVERY  SERVICE  AVAILABLE.......****************************************************අප  ආයතනයේ විශේෂත්වය********************* Online පරිගණක අලෙවිය මහනුවර නගරයේ ආරම්බ කරන ලද්දේ අප ආයතනය මගිනි,**ikman.Lk අරම්බක සාමාජිකත්වය ලබා ඇත්තේද අප ආයතනය වේ **එක් මාදිලියකින් තෝරා ගැනීමට විශාල පරිගණක ප්‍රමාණයක් ඇති එකම ආයතනයි,**මහනුවර නගරයේ ඉතාමත් ජනප්‍රියම පරිගණක ආයතනක් බවටද අප ආයතනය පත්ව ඇත ** අනර්ග පරිගණක හා උපාංග අලෙවි කර ඉතාමත් කීර්තිමත් නාමයක් ලබා ඇති ආයතනයකි **රජයේ ලියාපදිංචි කර ඇති ආයතනයකි, රජයේ කාර්යාල, හෝටල්, නිවාස, වැඩ බිම්, සහ ඉගෙනුම් ආයතන සදහා විශාල ලෙස පරිගණක හා සේවාවන් ලබා දී  ඉතාමත් ජනප්‍රිය තලයේ ඉහලින්ම පවතින ආයතනයකි. ****************************************"
PlayStation PS4 MARVEL Spider-Man2 Double Motor Vibration,"Rs 4,950",Unknown,https://ikman.lk/en/ad/playstation-ps4-marvel-spider-man2-double-motor-vibration-for-sale-colombo,Unknown,,Unknown,Unknown,Unknown,Keep your favourite audio headset connected to your controller thanks to a 3.5mm audio input in the base of the controller Back Button AttachmentProvides a perfect gaming experienceAnti-skid construction offers a sturdy grip while playingThe addition of the share button makes sharing your greatest gaming moments as easy as a push of a buttonThe AlphaX wireless controller can easily be recharged by plugging it into your playstation 4 system even when on standby or with any standard charger with a micro USB port
