Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
DELL LATITUDE 5440 – CORE  I5 13TH GEN – 8GB RAM – 256GB NVME SSD USED LAPTOP,"Rs 140,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5440-core-i5-13th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ MODEL – DELL LATITUDE 5440⭕ BRAND – DELL⭕ PROCESSOR – INTEL CORE I5 13TH GEN⭕ Memory – DDR4 8GB RAM⭕ STORAGE – 256GB SSD⭕ WEBCAM – 720P HD Webcam⭕ WIFI : AVAILABLE⭕ Windows 11 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5530 – CORE I5 12TH GEN – 8GB RAM – 256GB SSD REFUBLISH LAPTOP (WITH BOX),"Rs 143,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5530-core-i5-12th-gen-8gb-ram-256gb-ssd-refublish-laptop-with-box/,Dell,Unknown,Used,8GB,256 SSD,⭕ REFUBLISH⭕ GENERATION – INTEL CORE I5 12TH GEN PROCESSOR⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5530⭕  RAM / MEMORY – DDR4 8GB RAM⭕ STORAGE – 256GB SSD⭕ SCREEN – 15.6 INCH FULLHD  DISPLAY⭕ HD Web Cam⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE⭕ WITH BOX✔ 06 MONTH HARDWARE WARRANTY✔ 01 YEARS SERVICE WARRANTY
HP ELITEBOOK 640 G9 –  INTEL CORE I5 12TH GEN –  16GB RAM  – 512GB NVME SSD USED LAPTOP,"Rs 145,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-640-g9-intel-core-i5-12th-gen-16gb-ram-256gb-nvme-ssd-used-laptop/,HP,Unknown,Used,16GB,512 NVME,"BRAND – HP MODEL – HP ELITEBOOK 640 G9 GENERATION – INTEL CORE I5 12TH GEN PROCESS RAM – DDR4 16GB SCREEN SIZE – 14-inch diagonal FHD (1920 x 1080), IPS SSD – 512GB NVME SSD OS – WINDOWS 11 PRO 03 MONTH HARDWARE  WARRANTY01 YEARS SERVICE WARRANTY"
DELL LATITUDE 5540 – CORE I5 13TH GEN – 8GB RAM – 256GB NVME SSD USED LAPTOP,"Rs 152,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5540-core-i5-13th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ MODEL – DELL LATITUDE 5540⭕ BRAND – DELL⭕ PROCESSOR – INTEL CORE I5 13TH GEN⭕ MEMORY – DDR4 8GB RAM⭕ Display Type – 15 INCH ⭕ STORAGE – 256GB NVME SSD⭕ WIFI : AVAILABLE⭕ Windows 11 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5440 – CORE I5 13TH GEN – 8GB RAM – 256GB NVME SSD REFUBLISH LAPTOP (WITH BOX),"Rs 155,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5440-core-i5-13th-gen-8gb-ram-256gb-nvme-ssd-refublish-laptop-with-box/,Dell,Unknown,Used,8GB,256 NVME,⭕  REFBLISH⭕ MODEL – DELL LATITUDE 5440⭕ BRAND – DELL⭕ PROCESSOR – INTEL CORE I5 13TH GEN⭕ Memory – DDR4 8GB RAM⭕ STORAGE – 256GB SSD⭕ WEBCAM – 720P HD Webcam⭕ WIFI : AVAILABLE⭕ Windows 11 ⭕ WITH BOX👉 06 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5540 – CORE I5 13TH GEN – 8GB RAM – 256GB NVME SSD REPUBLISHED LAPTOP ( WITH BOX ),"Rs 167,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5540-core-i5-13th-gen-8gb-ram-256gb-nvme-ssd-republished-laptop-with-box/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ MODEL – DELL LATITUDE 5540⭕ BRAND – DELL⭕ PROCESSOR – INTEL CORE I5 13TH GEN⭕ MEMORY – DDR4 8GB RAM⭕ Display Type – 15 INCH ⭕ STORAGE – 256GB NVME SSD⭕ WIFI : AVAILABLE⭕ Windows 11 👉 06 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
ASUS ROG STRIX G15 – G512 – INTEL CORE I7 10TH GEN – DDR4 8GB RAM – 256GB NVME SSD – GTX 1650TI 4GB VGA USED LAPTOP,"Rs 225,000.00",MD Computers,https://mdcomputers.lk/product/asus-rog-strix-g512-intel-core-i7-10th-gen-ddr4-8gb-ram-256gb-nvme-ssd-gtx-1650ti-4gb-vga-used-laptop/,ASUS,Unknown,Used,8GB,256 NVME,BRAND NEW CONDITION BRAND – ASUS MODEL – ASUS ROG STRIX – G512 PROCESSOR – INTEL CORE I7 10TH GEN (I7-10750H CPU @2.60GHz ) MEMORY – DDR4 8GB RAM STORAGE – 256GB NVME SSD DISPLAY  – 15.6 ″ INCH 144HZ IPS LEVEL DISPLAY⭕GRHAPIC – NVIDIA GEFORCE  GTX 1650TI 4GB VGA CARD 03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTYCONTAC US MORE DETAILSLOCATION : Opposite Of NSB Bank Homagama
DELL LATITUDE E7470 – INTEL CORE I5 6TH GEN / 8GB RAM / 256GB SSD USED LAPTOP,"Rs 59,000.00",MD Computers,https://mdcomputers.lk/product/dell-core-i5-6th-geneartion-e7470-8gb-ram-256gb-ssd-laptop/,Dell,Unknown,Used,8GB,256 SSD,GOOD CONDITION MODEL – DELL LATITUDE E7470 BRAND – DELL PROCESSOR – INTEL CORE I5 6TH GEN Memory – DDR4 8GB RAM Display Type – 14-INCH HD STORAGE – 256GB SSD WEBCAM – 720P HD Webcam WIFI – AVAILABLE 03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY
LENOVO T470 – CORE I5 6TH GEN / 8GB RAM / 256GB NVME SSD / USED LAPTOPS,"Rs 59,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-t470-core-i5-7th-gen-8gb-ram-256gb-nvme-ssd-laptops-2/,LENOVO,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ GENERATION – I5 6TH GENERATION⭕ BRAND – LENOVO⭕ MODEL – T470⭕ RAM / MEMORY – 8GB⭕ HARD DISK – 256GB NVME⭕ HD Web Cam⭕ USB 3.0⭕ Network⭕ 3.5mm Jack⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5300 – CORE I5 8TH GEN 8GB RAM 256GB NVME SSD  USED LAPTOP,"Rs 65,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5300-core-i5-8th-gen-8gb-ram-256gb-nvme-ssd-2-in-1-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,"DISPLAY: 13.3″ FHD (1920 x 1080) Anti-Glare Touch ScreenPROCESSOR: Intel® Core™ 8th Gen i5-8365U Processor 6M Cache, up to 4.10 GHzSTORAGE: 256GB m.2 PCIe NVMe Class 35 Solid State DriveMEMORY: 8GB (1x8GB) DDR4 Non-ECCGRAPHICS: Intel UHD Graphics 620CAMERA: Webcam 0.9 MP, 16:9 (1280 x 720)KEYBAORD: US BackLit KeyboardOPERATING SYSTEM: Windows 11 Pro (64bit) English 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY"
HP PROBOOK 640 G5 INTEL CORE I5 8TH GEN 8GB RAM 256GB NVME USED LAPTOP,"Rs 65,000.00",MD Computers,https://mdcomputers.lk/product/hp-probook-640-g5-intel-core-i5-8th-gen-8gb-ram-256gb-nvme-used-laptop/,HP,Unknown,Used,8GB,256 NVME,"⭕ GOOD CONDITION⭕ MODEL – HP PROBOOK 640 G5⭕ BRAND – HP⭕ PROCESSOR – INTEL CORE I5 8TH GEN⭕ Memory – DDR4 8GB RAM⭕ Display Type – 14 INCH FHD (1920 x 1080) LED Display , Often With  IPS TECHNOLOGY⭕ STORAGE – 256GB M.2 SSD⭕ GRAPHICS – Integrated Intel UHD Graphics ⭕ WEBCAM ; 720P HD Webcam⭕ WIFI : AVAILABLE👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY"
DELL LATITUDE 5400 -CORE I5 8TH GEN 8GB RAM 256GB NVME SSD USED LAPTOP ( TOUCHPAD NOT WORKING ),"Rs 69,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5400-core-i7-8th-gen-8gb-ram-256gb-nvme-ssd-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ TOUCHPAD SOMETIME NOT WORKING⭕ WITH FREE BRAND NEW MOUSE⭕ Dell Latitude -Core i5 8TH Gen +8GB RAM -256GB NVME SSD / Laptop⭕ Dell Latitude 5400⭕CORE I5 8TH GEN PROCESSOR ( I7 -8665U CPU )⭕Memory : DDR4 8GB RAM CARD⭕ Display Type : Screen 14 INCH FULLHD SCREEN DISPLAY⭕ HARD DISK- 256GB M.2 SSD⭕ BACKLIT KEYBOARD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY👉📞CALL MORE DETAILS
HP ELITEBOK 840 G6 CORE I5 8TH GEN 8GB RAM -256GB NVME SSD  LAPTOP ( White Pach ),"Rs 70,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebok-840-g6-g6-core-i5-8th-gen-8gb-ram-256gb-nvme-ssd-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ WHITE PATCH⭕ BRAND – HP⭕ MODEL – ELITEBOOK 840 G5/6⭕ GENERATION – I5 8TH GEN⭕ RAM – DDR4 8GB⭕14 INCH⭕ SSD – 256GB M.2 SSD⭕ Inbuilt Microphone Yes⭕ Webcam Yes⭕ Audio Solution HD Audio Solution⭕ Speakers Two Integrated Stereo Speakers👉03 MONTH HARDWARE  WARRANTY👉01 YEARS SERVICE WARRANTY
LENOVO T480 | CORE I5 8TH GEN +8GB RAM -256GB NVME SSD |LAPTOPS,"Rs 75,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-t480i5-8th-gen-16gb-ram-512gb-ssd-laptops-2/,LENOVO,Unknown,Used,8GB,256 NVME,⭕GENERATION – CORE I5 8TH GENERATION⭕ BRAND – LENOVO⭕ MODEL – T480⭕ RAM / MEMORY – 8GB RAM⭕ HARD DISK – 256GB NVME⭕ HD Web Cam⭕ USB 3.0⭕ CAMERA : HD WEB CAM⭕ 3.5mm Jack⭕ SCREEN SIZE – 14 INCH FHD DISPLAY⭕ WINDOWS 10 & 11👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5491 – CORE I5 8TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 78,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5480-core-i5-7th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ Dell Latitude CORE I5 8TH GEN⭕ Dell Latitude 5491⭕ Memory : DDR4 8GB RAM⭕ Display Type : Screen 14 INCH FULLHD SCREEN⭕ HARD DISK- 256GB M.2 SSD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
LENOVO L14 – CORE I5 10TH GEN 8GB RAM / 256 NVME SSD USED LAPTOP,"Rs 84,990.00",MD Computers,https://mdcomputers.lk/product/lenovo-l14-core-i5-10th-gen-8gb-ram-256-nvme-ssd-used-laptop/,LENOVO,Unknown,Used,8GB,256 NVME,⭕️GOOD CONDITION⭕️LENOVO 14 – I5 10TH GEN+ 8 GB RAM/ 256GB NVME SSD LAPTOP⭕️BRAND – LENOVO⭕️RAM – 8GB RAM CARD⭕️SSD – 256 GB NVME SSD⭕️WINDOWS 11⭕️SCREEN SIZE – 14 INCH FULL HD DISPLAY03 MONTH HARDWARE WARRANTY01 YEARS SERVICE WARRANTY
LENOVO THINKPAD X1 CARBON – CORE I5 8TH / 8GB Ram / 256GB NVME SSD USED LAPTOP,"Rs 88,500.00",MD Computers,https://mdcomputers.lk/product/thinkpad-x1-carbon-i5-8th-8gb-ram-256gb-nvme-ssd-laptops/,LENOVO,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION ⭕ GENERATION – CORE I5 8TH GENERATION ⭕ PROCESSOR – CORE I5 8TH GEN ⭕ BRAND – LENOVO ⭕ MODEL – LENOVO THINKPAD X1 CARBON ⭕ RAM / MEMORY – 8GB RAM ⭕ HARD DISK – 256GB NVME SSD ⭕ HD Web Cam ⭕ USB 3.0 ⭕ CAMERA : HD WEB CAM ⭕ 3.5mm Jack ⭕ SCREEN SIZE – 14 INCH FULLHD DISPLAY ⭕ BACKLIT KEYBOARD ⭕ WINDOWS 10 & 11 👉 03 MONTH HARDWARE WARRANTY 👉 01 YEARS SERVICE WARRANTY
HP PROBOOK 450 G6 -CORE I5 8TH GEN -8GB RAM- 256GB NVME SSD -LAPTOP,"Rs 89,000.00",MD Computers,https://mdcomputers.lk/product/hp-probook-450-g6-i5-8th-gen-16gb-ram-256gb-nvme-ssd-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ BRAND – HP⭕ MODEL -HP PROBOOK 450 G6⭕ GENERATION – I5 8TH GEN⭕ RAM – 8GB⭕ SSD – 256GB NVME SSD⭕ SCREEN – 15.6 INCH FULLHD DISPLAY⭕ Inbuilt Microphone Yes⭕ Webcam Yes⭕ Audio Solution HD Audio Solution⭕ Speakers Two Integrated Stereo Speakers 03 MONTH HARDWARE WARRANTY01 YEARS SERVICE WARRANTY
DELL LATITUDE 5410 – INTEL CORE I5 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP ( 03 month warranty ),"Rs 89,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5410-core-i5-10th-gen-8gb-ram-256gb-nvme-ssd-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ Dell Latitude CORE I5 10TH GEN (I5 – 10310U ) LAPTOP⭕ Dell Latitude 5410⭕ Memory : DDR4 8GB RAM⭕ Display Type : Screen 14 INCH FULLHD⭕ HARD DISK- 256GB NVME SSD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE⭕ WINDOWS 10 & 1103 MONTH HARDWARE WARRANTY01 YEARS SERVICE WARRANTY
LENOVO THINKPAD X13 I5 10TH GEN 16GB RAM 256GB NVME SSD 13.3INCH FULLHD TOUCH DISPLAY,"Rs 89,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-thinkpad-x13-i5-10th-gen-16gb-ram-256gb-nvme-ssd-13-3inch-fullhd-touch-display/,LENOVO,Unknown,Used,16GB,256 NVME,⭕ GOOD CONDITION⭕ BRAND – LENOVO⭕ MODEL – LENOVO THINKPAD X13⭕ GENERATION – I5 10TH GEN⭕ RAM – DDR4 16GB⭕13.3 INCH FULL HD DISPLAY⭕ SSD – 256GB NVME SSD⭕ INBUILT MICROPHONE YES⭕ WEBCAM YES⭕ TOUCH DISPLAY  👉03 MONTH HARDWARE COMPLETE WARRANTY👉01 YEARS SERVICE WARRANTY
HP ELITEBOOK 845 G7 – RYZEN 5 PRO 4650U – 16GB RAM – 256GB SSD USED LAPTOP,"Rs 90,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-845-g7-ryzen-5-pro-4650u-16gb-ram-256gb-ssd-used-laptop/,HP,Unknown,Used,16GB,256 SSD,"GOOD CONDITION BRAND – HP MODEL – HP ELITEBOOK 845 G7 PROCESSOR – RYZEN 5 PRO 4650U P MEMORY – 16GB RAM DISPLAY – 14-INCH, FHD (1920 x 1080), IPS, anti-glare SSD – 256GB NVME M.2 SSD Graphics- Integrated AMD Radeon™ Vega Graphics Webcam – HD webcam Keyboard – Backlit Ports – 1x USB Type-A, 1x USB Type-C, HDMI 2.0, 3.5mm combo jack Windows 10 Pro (or Windows 11 Pro, depending on model/resale) 03 MONTH HARDWARE WARRANTY01 YEARS SERVICE WARRANTY"
LENOVO X1 YOGA INTEL CORE I5 8TH GEN / 8GB RAM /256GB NVME USED 360 LAPTOP,"Rs 90,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-x1-yoga-intel-core-i5-8th-gen-8gb-ram-256gb-nvme-used-360-laptop/,LENOVO,Unknown,Used,8GB,256 NVME,"⭕ GOOD CONDITION / LENOVO X1 YOGA – i5 8TH GEN +16GB RAM /256GB NVME – 360 LAPTOP⭕ INTEL CORE I5 8TH GEN PROCESSOR⭕ MODEL – LENOVO X1 YOGA GEN 4⭕ RAM / MEMORY – 8GB RAM CARD⭕ HARD DISK – 256GB NVME SSD CARD⭕ GRAPHICS – INTEL HD GRAPHICS⭕ SCREEN -14.0″ FHD (1920 x 1080) IPS, 360 DISPLAY⭕ 720p HD Web Camera⭕ backlight Keyboard⭕ 3.5mm Jack 👉03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY"
LENOVO T495s RYZEN 7 PRO 3700U – 16GB RAM – 256GB SSD – USED LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-t495s-ryzen-7-pro-3700u-16gb-ram-256gb-ssd-used-laptop/,LENOVO,Unknown,Used,16GB,256 SSD,⭕ GOOD CONDITION⭕ GENERATION – RYZEN 7 PRO 3700U⭕ BRAND – LENOVO⭕ MODEL – T495s⭕ MEMORY – 16GB⭕ STORAGE – 256GB SSD⭕ HD Web Cam⭕ USB 3.0⭕ Network⭕ 3.5mm Jack⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
LENOVO X1 YOGA INTEL CORE I5 8TH GEN / 16GB RAM /256GB NVME USED 360 LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-x1-yoga-intel-core-i5-8th-gen-16gb-ram-256gb-nvme-used-360-laptop/,LENOVO,Unknown,Used,16GB,256 NVME,"⭕ GOOD CONDITION / LENOVO X1 YOGA – i5 8TH GEN +16GB RAM /256GB NVME – 360 LAPTOP⭕ INTEL CORE I5 8TH GEN PROCESSOR⭕ MODEL – LENOVO X1 YOGA GEN 4⭕ RAM / MEMORY – 16GB RAM CARD⭕ HARD DISK – 256GB NVME SSD CARD⭕ GRAPHICS – INTEL HD GRAPHICS⭕ SCREEN -14.0″ FHD (1920 x 1080) IPS, 360 DISPLAY⭕ 720p HD Web Camera⭕ backlight Keyboard⭕ 3.5mm Jack 👉03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY"
DELL LATITUDE 3540 CORE I7 8TH GEN 8GB RAM 256GB SSD USED LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-3540-core-i7-8th-gen-8gb-ram-256gb-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 SSD,⭕ GOOD CONDITION⭕ DELL LATITUDE 3540⭕ PROCESSOR – CORE I7 8TH GEN⭕ Memory : DDR4 8GB RAM⭕ Display Type : Screen 15.6 INCH FULLHD SCREEN⭕ HARD DISK- 256GB NVME SSD⭕ Camera ; HD Webcam⭕ WIFI : AVAILABLE⭕ WINDOWS 10 & 11 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5320 INTEL CORE I5 11TH GEN 8GB RAM 256GB NVME SSD USED LAPTOP,"Rs 95,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5320-intel-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-used-2-in-1-laptop/,Dell,Unknown,Used,8GB,256 NVME,"BRAND – DELL MODEL – DELL LATITUDE 5320GENERATION – CORE I5 11TH GENERATION MEMORY – 8GB RAM STORAGE – 256GB NVME SCREEN SIZE – 13.3-inch FHD (1920×1080) IPS, non-touch or touch, 250-300 nits WIRELESS – Wi-Fi 6 (802.11ax) + Bluetooth 5.1/5.2. CAMERA : HD WEB CAM WINDOWS 10 & 11  03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY"
DELL LATITUDE 5511 – CORE I5 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 96,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5510-core-i5-10th-gen-16gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ GENERATION – INTEL CORE I5 10TH (10400H) GENERATION PROCESSOR⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5511⭕  RAM / MEMORY – DDR4 8GB RAM⭕ HARD DISK – 256GB  SSD⭕ SCREEN – 15.6 INCH FULLHD  DISPLAY⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE👍 03 MONTH HARDWARE WARRANTY👍  01 YEAR SERVICE WARRANTY
HP ELITEBOOK 840 G7 CORE I7 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 98,000.00",MD Computers,https://mdcomputers.lk/product/hp-elitebook-845-g7-amd-ryzen-5-16-gb-ram-512-nvme-ssd-used-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ BRAND – HP⭕ MODEL – HP ELITEBOOK 840 G7⭕ PROCESSOR – CORE I7 10TH GEN⭕ MEMORY – 8GB RAM⭕ SSD – 256GB NVME SSD👉03 MONTH HARDWARE WARRANTY👉01 YEARS SERVICE WARRANTY
DELL LATITUDE 5410 CORE I7 10TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 98,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5410-core-i7-10th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,8GB,256 NVME,GOOD CONDITION DELL LATITUDE CORE I7 10TH GEN DELL LATITUDE 5410 MEMORY : DDR4 8GB RAM DISPLY TYPE : Screen 14 INCH FULLHD SCREEN HARD DISK- 256GB NVME SSD Camera ; HD Webcam WIFI : AVAILABLE WINDOWS 10 & 1103 MONTH HARDWARE WARRANTY01 YEARS SERVICE WARRANTY
LENOVO T14S – CORE I5 11TH GEN – 8GB RAM – 256GB NVME SSD – USED LAPTOP,"Rs 99,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-t14s-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,LENOVO,Unknown,Used,8GB,256 NVME,"⭕ GOOD CONDITION / LENOVO T14S – CORE I5 11TH GEN +8GB RAM -256GB NVME SSD -LAPTOP⭕ INTEL CORE I5 11TH GEN ( I5 -1135G7 @ 2.40 GHz PROCESSOR⭕ MODEL – Lenovo T14S⭕ RAM / MEMORY – 8GB RAM CARD⭕ HARD DISK – 256GB NVME SSD CARD⭕ GRAPHICS – INTEL IRIS XE GRAPHICS⭕ SCREEN -14.0″ FHD (1920 x 1080) IPS, anti-glare, DISPLAY⭕ 720p HD Web Camera⭕ LED backlight Keyboard⭕ 3.5mm Jack 👉  03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY"
HP PROBOOK 440 G8 – INTEL CORE I5 11GEN 8GB RAM 256GB NVME SSD USED LAPTOP,"Rs 99,000.00",MD Computers,https://mdcomputers.lk/product/hp-probook-440-g8-intel-core-i5-11gen-8gb-ram-256gb-nvme-ssd-used-laptop/,HP,Unknown,Used,8GB,256 NVME,BRAND NEW CONDITION GENERATION – CORE I5 11TH GENERATION BRAND – HP MODEL – PROBOOK 440 G8 MEMORY – 8GB RAM HARD DISK – 256GB NVME SSD HD Web Cam USB 3.0 CAMERA : HD WEB CAM SCREEN SIZE – 14 INCH FULLHD (1920×1080) DISPLAY WINDOWS 10 & 11 03 MONTH HARDWARE WARRANTY 01 YEARS SERVICE WARRANTY
LENOVO T14 – CORE I5 10TH GEN – DDR4 16GB RAM – 256GB NVME SSD USED LAPTOP,"Rs 99,800.00",MD Computers,https://mdcomputers.lk/product/lenovo-t14-i5-10th-gen-8gb-ram-256gb-nvme-ssd-laptop/,LENOVO,Unknown,Used,16GB,256 NVME,⭕ GOOD CONDITION ⭕ GENERATION – INTEL CORE I5 10TH GENERATION PROCESSOR ( I5 -10310U CPU @ 1.70 – 2.21 GHz ) ⭕ BRAND – LENOVO ⭕ MODEL – LENOVO T14 ⭕ RAM / MEMORY – DDR4 16GB RAM CARD ⭕ HARD DISK – 256GB NVME SSD ⭕ SCREEN – 14 INCH FULLHD  DISPLAY ⭕ HD Web Cam ⭕ USB 3.0 ⭕ Network ⭕ 3.5mm Jack ⭕ CAMERA : HD WEB CAM ⭕ BLUETOOTH : AVAILABLE 03 MONTH HARDWARE WARRANTY
LENOVO T495s RYZEN 7 PRO 3700U – 16GB RAM – 512GB SSD – USED LAPTOP,"Rs 102,000.00",MD Computers,https://mdcomputers.lk/product/lenovo-t495s-ryzen-7-pro-3700u-8gb-ram-256gb-ssd-used-laptop/,LENOVO,Unknown,Used,16GB,512 SSD,⭕ GOOD CONDITION⭕ GENERATION – RYZEN 7 PRO 3700U⭕ BRAND – LENOVO⭕ MODEL – T495s⭕ MEMORY – 16GB⭕ STORAGE – 512GB SSD⭕ HD Web Cam⭕ USB 3.0⭕ Network⭕ 3.5mm Jack⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE 👉 03 MONTH HARDWARE WARRANTY👉 01 YEARS SERVICE WARRANTY
DELL LATITUDE 5510 – I7 10TH GEN / 16GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 105,000.00",MD Computers,https://mdcomputers.lk/product/dell-latitude-5510-i7-10th-gen-16gb-ram-256gb-nvme-ssd-used-laptop/,Dell,Unknown,Used,16GB,256 NVME,⭕ GOOD CONDITION⭕ GENERATION – INTEL CORE I7 10TH GENERATION PROCESSOR⭕ BRAND – DELL⭕ MODEL – DELL LATITUDE 5510⭕  RAM / MEMORY – DDR4 16GB RAM⭕ HARD DISK – 256GB  SSD⭕ SCREEN – 15.6 INCH FULLHD  DISPLAY⭕ CAMERA : HD WEB CAM⭕ BLUETOOTH : AVAILABLE👍 03 MONTH HARDWARE WARRANTY👍  01 YEAR SERVICE WARRANTY
HP PROBOOK 650 G8 – CORE I5 11TH GEN / 8GB RAM / 256GB NVME SSD USED LAPTOP,"Rs 105,000.00",MD Computers,https://mdcomputers.lk/product/hp-probook-650-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-used-laptop/,HP,Unknown,Used,8GB,256 NVME,⭕ GOOD CONDITION⭕ GENERATION – INTEL CORE I5 11TH GENERATION PROCESSOR⭕ BRAND – HP⭕ MODEL – HP PROBOOK 650 G8⭕  RAM / MEMORY – DDR4 8GB RAM⭕ HARD DISK – 256GB M.2 NVME SSD⭕ SCREEN – 15.6 INCH FULLHD  DISPLAY⭕ HD Web Cam⭕ USB 3.0⭕ Network⭕ BLUETOOTH : AVAILABLE ✔ 03 MONTH HARDWARE WARRANTY✔ 01 YEARS SERVICE WARRANTY
