Title,Price,Location_Category,Link,Brand,Model,Condition,RAM,Storage,Description
Dell Latitude 3420 intel Core i5-11th Gen 8GB RAM 256GB Nvme SSD Laptops,"Rs 89,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-3420-intel-core-i5-11th-gen-8gb-ram-256gb-nvme-ssd-laptops-for-sale-colombo-1,,,,8GB,256 NVME,"𝗗𝗲𝗹𝗹 𝗟𝗮𝘁𝗶𝘁𝘂𝗱𝗲 𝟯𝟰𝟮𝟬 𝗖𝗼𝗿𝗲 𝗶𝟱-𝟭𝟭𝟰𝟱𝗚𝟳 𝟭𝟭𝘁𝗵 𝗚𝗲𝗻 | 𝟭𝟰 𝗶𝗻𝗰𝗵 𝗙𝘂𝗹𝗹 𝗛𝗗 ,𝗜𝗣𝗦 | 𝟴𝗚𝗕 𝗥𝗮𝗺 | 𝟮𝟱𝟲𝗚𝗕 𝗡𝗩𝗠𝗲 𝗟𝗮𝗽𝘁𝗼𝗽 😍🔥____________________________________Special offer Price - Rs.89,000/=____________________________________Model – Dell Latitude 3420✅ Processor : intel Core i5-1145G7 11th Generation Turbo Processor up to 4.40 GHz ( 8MB Cache )✅ Display Type : 14 inch Full HD IPS (1920 x 1080) Display✅ Memory : 8GB DDR4 Ram (upgradable)✅ 256GB PCIe® 4.0 NVMe✅ Graphics : intel Iris(R) Xe Graphics✅ Backlit Keyboard✅ Windows 11 Installed LicensedRs.89,000/=03 months Warranty Fully Hardware01 Years Service WarrantyLife Time Software Warrantyඅපෙන් දැන් ඔයාලට මාස 60ක් දක්වා….Credit Card ඔස්සේ වාරික වශයෙන් ලැප්ටොප් ගෙවන්න ගන්න පුලුවන් 😍❤️📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client 📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko payment accepted"
Dell Latitude 5520 Core i7 -1185G7 11th Gen |16GB Ram|512GB NVMe Laptop,"Rs 149,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5520-core-i7-1185g7-11th-gen-16gb-ram512gb-nvme-laptop-for-sale-colombo,,,,16GB,512 NVME,"𝗗𝗲𝗹𝗹 𝗟𝗮𝘁𝗶𝘁𝘂𝗱𝗲 𝟱𝟱𝟮𝟬 𝗖𝗼𝗿𝗲 𝗶𝟳 𝟭𝟭𝘁𝗵 𝗚𝗲𝗻 | 𝟭𝟱.𝟲” 𝗶𝗻𝗰𝗵 𝗙𝗛𝗗 | 𝟭𝟲𝗚𝗕 𝗥𝗮𝗺 |𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 𝗦𝗦𝗗 | 𝗕𝗮𝗰𝗸𝗹𝗶𝘁 𝗸𝗲𝘆𝗯𝗼𝗮𝗿𝗱 𝗟𝗮𝗽𝘁𝗼𝗽 ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛____________________________________Special offer Price - Rs 149,000/=____________________________________Model – Dell Latitude 5520✅ Processor : intel core i7 1185G7-11th Generation Turbo Processor up to 4.80 GHz ( 12MB Cache )✅ Display Type : 15.6” inch Full HD (1920×1080), IPS Display✅ Memory : 16GB DDR4 Ram✅ 512GB NVMe SSD✅ Graphics : Intel® UHD Graphics✅ Backlit keyboard*✅ NFC | Fingerprint reader*✅ HD camera | Type C✅ Windows 11 Installed LicensedRs 149,000/=03 months Warranty Fully Hardware01 Years Service WarrantyLife Time Software Warranty"
HP Victus - i5 13TH GEN + RTX 3050 6GB VGA / 512GB NVME SSD -Laptop,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-i5-13th-gen-rtx-3050-6gb-vga-512gb-nvme-ssd-laptop-for-sale-colombo-57,,,,Unknown,512 NVME,⭕️මෙමෙ විෂේශ දීමනාව ikman පාරිබොගිකයන් සදහා පමනයි.        ⭕️මෙම දීමනාව ලබා ගැනීමට මෙම දැන්වීම ඉදිරිපත් කලයුතුයි        ☃️💥🔥✨2026 OFFERS ✨🔥💥☃️        💥✨Hurry Up Limited Stocks........        ⭕ ලංකාව තුල විශාලතම සහ ප්රේමුඛතම I MAC.LK ආයතනයට සාදරයෙන් පිලිගන්නවා.        💻 වසර 05 කට වැඩි අත්දැකීම් සමග ඔබ වෙත වඩා විශ්වාසවන්ත ආයතනයක් වශයෙන් ඔබ වෙත උසස්ම තත්වයේ පරිගණකයක් ලබාදීමට අප කටයුතු කරන්නෙමු.        ⭕ ඔබට දැන් ආයතනය තුලින් KOKO APP එක මගින් ගෙවීමෙ ක්රමයට ඕනෑම භාණ්ඩයක් ලබා ගත හැක.        ⭕ වැඩි දුර විස්තර සදහා අපගෙ වෙබ්අඩවියට පිවිසෙන්න .https://imacs.lk/        ------------------------------------I mac.lk------------------------------------------------         ⭕ limited time offer        ⭕ මෙම විශෙෂ දීමනාව Ikman පාරිභෝගිකයන් සදහා පමණයි        ⭕ BRAND NEW LAPTOP         ⭕ BRAND -HP VICTUS 15-FA1657NR        ⭕ PROCESSOR INTEL Core i5-13420H 13th Gen Processor        ⭕ RAM / MEMORY - DDR4 8GB         ⭕ SSD - 512GB NVME SSD CARD        ⭕ SCREEN SIZE - 15.6 INCH LED IPS FULL HD (1920 x 1080) 144Hz Display        ⭕ GRAPHIC - NVIDIA GEFORCE RTX- 3050 6GB VGA        ⭕ HD WEBCAM        ⭕ WINDOWS 11        👉01 YEAR HARDWARE WARRANTY        👉02 YEARS SERVICE WARRANTY        👉📞CALL MORE DETAILS        💻👉I MAC.LK         👉🌍LOCATION : KOTTAWA (OPPOSITE TO DHARMAPALA SCHOOL)
Brand New ASUS VIVOBOOK Core 5 120U 14th Gen|8GB DDR5|512GB NVMe Laptop,"Rs 205,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-core-5-120u-14th-gen8gb-ddr5512gb-nvme-laptop-for-sale-colombo-4,,,,Unknown,512 NVME,"𝗕𝗿𝗮𝗻𝗱 𝗡𝗲𝘄 𝗔𝘀𝘂𝘀 𝗩𝗶𝘃𝗼𝗕𝗼𝗼𝗸 𝗫𝟭𝟱 𝗖𝗼𝗿𝗲 𝟱-𝟭𝟮𝟬𝗨 𝟭𝟰𝘁𝗵 𝗚𝗲𝗻 | 𝟭𝟱.𝟲 𝗶𝗻𝗰𝗵 𝗙𝘂𝗹𝗹 𝗛𝗗 | 𝟴𝗚𝗕 𝗗𝗗𝗥𝟱 𝗥𝗮𝗺 | 𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 𝗟𝗮𝗽𝘁𝗼𝗽 😱❤️________________________________Special offer Price - Rs 205,000/=____________________________________Model – Asus VivoBook X1504VA✅ Processor : intel Core 5-120U 14th Generation Turbo Processor up to 5.00 GHz (12MB Intel® Smart Cache )✅ Display Type : 15.6 inch Full HD (1920 x 1080) , IPS Display✅ Memory : 8GB DDR5 Ram✅ 512GB NVMe Super Fast SSD✅ Graphics : Integrated Intel® Graphics✅ HD camera With privacy shutter✅ Windows 11Rs 205,000/=12 months Warranty Fully Hardwar02 Years Service WarrantyLife Time Software Warranty📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available⭕. Koko payment accepted"
Lenovo LOQ core-i7 14th gen 24GB RAM RTX-5050 GPU laptop,"Rs 595,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-loq-core-i7-14th-gen-24gb-ram-rtx-5050-gpu-laptop-for-sale-colombo,,,,24GB,512 NVME,"▪️LENOVO LOQ CORE-i7 14th GEN▪️BRAND NEW (sealed box)▪️INTEL CORE-i7-14700HX PROCESSOR▪️24GB DDR5 RAM▪️512GB NVME SSD▪️RTX-5050 8GB GPU▪️15.6 FHD 144Hz Display▪️3 YEARS WARRANTY (One year hardware+ 2years service)▪️LIMITED STOCK▪️Free -OS WINDOWS 11➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖                MY TECHNOLOGY COMPUTER ZONE➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖Specification""Lenovo LOQ 15IRX10 Gaming Laptop  Intel ¹⁴th Generation | Intel Core i7-14700HX Processor | 2x 12GB SODIMM DDR5-4800 Ram | 512GB M.2 2242 SSD | NVIDIA GeForce RTX 5050 8GB GDDR7 Graphic Card | 15.6"" FHD (1920x1080) IPS 300nits Anti-glare 100% sRGB, 144Hz Display | White Backlit English (UK) Keyboard | Luna Grey Color"
Brand New HP Victus 15|Core i5-13th Gen Gaming |RTX 3050/6GB VGA Laptops,"Rs 279,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-hp-victus-15core-i5-13th-gen-gaming-rtx-3050-6gb-vga-laptops-for-sale-colombo-1,,,,Unknown,512 NVME,"𝗕𝗿𝗮𝗻𝗱 𝗡𝗲𝘄 𝗛𝗣 𝗩𝗶𝗰𝘁𝘂𝘀 𝟭𝟱 | 𝗥𝗧𝗫𝟯𝟬𝟱𝟬/𝟲𝗚𝗕 | 𝗖𝗼𝗿𝗲 𝗶𝟱 𝟭𝟯𝘁𝗵 𝗚𝗲𝗻 | 𝟱𝟭𝟮𝗚𝗕 𝗡𝗩𝗠𝗲 𝗟𝗮𝗽𝘁𝗼𝗽___________________________________Special offer Price - Rs 279,000/=__________________________________Model – HP Victus 15-Fa2013dx✅ Processor: intel Core i5-13420H 13th Gen Processor up to 4.60GHz (12 MB Intel® Smart Cache )✅ Display Type: 15.6 inch Full HD (1920x1080) 144Hz Display✅ Memory : 8GB DDR4 Ram✅ 512GB NVMe PCIe 4.0 SSD✅ Graphics : NVIDIA GeForce RTX 3050/6GB GDDR6 Graphics✅ Backlight✅ Windows 11 Installed LicensedRs 279,000/=12 months Warranty Fully Hardware02 Years Service WarrantyLife Time Software Warrantyඅපෙන් දැන් ඔයාලට මාස 60ක් දක්වා….Credit Card ඔස්සේ වාරික වශයෙන් ලැප්ටොප් ගෙවන්න ගන්න පුලුවන් 😍❤️📌. Maharagama , Ethul Kotte යන ශාඛා දෙකෙන්ම මිලදී ගත හැක .📌. kotte showroom name -Laptop Market Kotte .📌.Since 2011 we have been serving more than 8000 Cooperate and Local Client .📌. koko app එක මගින් ද Payment කිරීමේ හැකියාව ඇත .📌. ලංකාවේ ඕනෑම තැනකට Cash On Delivery සිදු කෙරේ.⭕. Credit Card Installments Available"
HP Probook i5 13th Gen Laptop,"Rs 175,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/probook-i5-13gen-for-sale-kandy,,,,Unknown,256 NVME,"HP ProBook 450 G10* CPU: Intel Core i5 (13th Gen)* RAM: 16GB* Storage: 256GB NVMe SSD* Display: 15.6” Full HD (1920×1080)* OS: Windows 11 Pro* Wi-Fi & Bluetooth* Webcam* Ports: USB-C, USB-A, HDMI, Headphone Jack* Includes AC AdapterOriginally japan"
HP Elitebook I5 10th GEN Laptop|8GB RAM|256GB Nvme|FHD Display,"Rs 96,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-i5-10th-gen-laptop8gb-ram256gb-nvmefhd-display-for-sale-gampaha-1,,,,8GB,256 NVME,"U TEC ZONE (කිරිබත්ගොඩ සතිපොල ඉදිරිපිට )🔴කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න...මෙම මිල ගණන් වලංගු වන්නේ මෙම දැන්වීම පල කර දින සිට සීමිත දින ගණනක් දක්වා පමණක් වන අතර තොග අවසන් වනතුරු ද පමණයි...🔴මෙම විශේෂ මිල අඩු කිරීම තොග අවසන් වනතුරු පමණයි ...🔴ලංකාවේ අඩුම මිල🔻Hp Elitebook I5 10th Gen Laptop🔥Price : 98 000✔️3 Months Warranty Specifications - I5 10th Gen Processor - 8GB Ram- 240GB Nvme- Long Battery Life- White Backlit Keyboard විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න...!🔴 තොග සීමිත බැවින් මිලදී ගැනීමට පෙර අයිතමය පිලිබදව විමසා එය තහවුරු කරගන්න. දැන්වීමේ පලකර ඇති උපාංග වල BRAND/MODELවෙනස් විය හැකි බව කරුණාවෙන් සලකන්න... අතේ ඇති ගානට හොඳම පරිගණක සහ උපාංග අපෙන්...වගකීමක් සහිතව පරිගණක සහ උපාංග මිලදී ගැනීමට අදම අප වෙත පැමිනෙන්න..🔴 කොළඹ දෙසින් පැමිණෙන විට කිරිබත්ගොඩ COLOR LIGHT එකෙන් මාකොල දෙසට හරවා ජිනදාස නන්දසේන මාවතේ 50M පමණ පැමිණෙන්න...මහර දෙසින් පැමිණෙන විට කිරිබත්ගොඩ බස් නැවතුම්පල දෙසට හරවා එය පසු කර පැමිණෙන විට වම් පසින් U TEC ZONE ශාඛාව හමුවේ .PLEASE VISIT OUR SHOWROOM FOR MORE DETAILS...PAYMENT OPTIONS* BANK TRANSFER* KOKO PAYMENT* CASH ON DELIVERY------ U TEC ZONE ------Island Wide DeliveryLocation : 89/29 Jinadasa Nandasena Mw, KiribathgodaWebsite : www.uteczone.lkContact Us On Facebook : U TEC ZONE"
"Laptop HP ProBook 430 G7 - i5 10th Gen|8GB RAM|256GB NVME|Wi-Fi|14""","Rs 96,950","Colombo, Computers & Tablets",https://ikman.lk/en/ad/laptop-hp-probook-430-g7-i5-10th-gen8gb-ram256gb-nvmewi-fi14-for-sale-colombo,,,,8GB,256 NVME,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛----------------------------------------------------------------HP I5 10TH GEN USE LAPTOP - Rs.96950/=MODEL - HP PROBOOK 430 G7RAM - 8GB (Memory Max Up to 32GB)Hard Drive - 256GB NVME SSD (Can Be Updated)Display - 14"" DisplayWeb camera Wi-Fi LANOperating System – 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (14082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
Lenovo ThinkPad A285 256GB NVMe 16GB Ram Ryzen 5 PRO Laptop,"Rs 59,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-a285-256gb-nvme-16gb-ram-ryzen-5-pro-laptop-for-sale-colombo-3,,,,16GB,256 NVME,"16GB Ram 256GB NVMe Lenovo ThinkPad A285 Ryzen 5 PRO Laptopඅදහාගත නොහැකි Rs.59,000/= ක මුදලකට Lenovo ThinkPad A285 Ryzen 5 PRO 8GB RAM 128GB NVMe Laptop එකක් Computer Hub අපෙන් 😍🔥Lenovo ThinkPad A285 Ryzen 5 PRO 8GB RAM 128GB NVMe Laptop✅ Brand: Lenovo✅ Model: ThinkPad A285✅ Processor: AMD Ryzen™ 5 PRO✅ Memory (RAM): 8GB✅ Storage: 128GB NVMe SSD✅ Display: 12.5"" Full HD Display✅ Graphics: AMD Radeon™ Vega Graphics✅ Operating System: Windows 11 Compatible✅ Connectivity: USB, USB Type-C, HDMI, LAN & Audio✅ Features: Business-Class Performance, Fast NVMe Storage, Compact & Lightweight Design, Durable ThinkPad Build Quality & Ideal for Office and Professional Use⭕ Price - Rs.59,000/=⭕ 03 Month Warranty⭕ Lenovo ThinkPad A285 256GB NVMe 16GB Ram Ryzen 5 PRO Laptop = Rs.69,000/=දිවයින පුරා ඔබගේ නිවසටම ආරක්ෂිතව භාණ්ඩ ගෙන්වා ගැනීමටඅපව අමතන්න. 🚚🚚🌐 අපේ Website එකෙන් හැම Available Laptop, Desktop සහ Monitor එකක්ම බලාගන්න - https://computerhub.lk/𝙒𝙚 𝙖𝙘𝙘𝙚𝙥𝙩 𝙆𝙊𝙆𝙊 (වාරික 3කට ගෙවන්න)📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📌 COMPUTER HUB (Excellence Service Of 20 Years In Industry)▪️ Location - https://goo.gl/maps/DAyrYBdYdo5ryufq8▪️ No. 179/A, Dutugemunu Street, Kohuwala. (In HNB Bank Building, Kohuwala)"
"Laptop i5 6th Gen|8GB RAM|256GB SSD|Dell Latitude 7480|Wi-Fi|14""Display","Rs 62,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-i5-6th-gen8gb-ram256gb-ssddell-latitude-7480wi-fi14display-for-sale-gampaha,,,,8GB,256 SSD,"🔴 PLEASE DO READ FULL DESCRIPTION BELOW කරුණාකර සම්පූර්ණ විස්තරය පහතින් කියවන්න-------------------------------------------------------------------------🆂🅿️🅴🅲🅸🅰️🅻  🅾️🅵🅵🅴🆁 - 𝗣𝗥𝗢𝗠𝗢 𝗖𝗢𝗗𝗘 : 𝗦𝗧𝗭-𝗟𝗣𝟮𝟬𝟮𝟲𝗜𝗞𝗗𝗲𝗹𝗹 𝗟𝗮𝗽𝘁𝗼𝗽𝘀 - ( 𝗔+ 𝗚𝗿𝗮𝗱𝗲 𝗖𝗼𝗻𝗱𝗶𝘁𝗶𝗼𝗻 ) 😍💛----------------------------------------------------------------DELL I5 6TH GEN USE LAPTOP - Rs.62950/=MODEL - Dell Latitude 7480RAM - 8GB (Memory Max Up to 32GB)Hard Drive - 256GB SSD (Can Be Updated)Display - 14"" DisplayWeb camera Wi-Fi LANOperating System – 10 Or 11Battery Life - Between 2 - 4 Hrs.Brand New Condition Laptops01 Year Service Warranty💳 Commercial Credit Card මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)✅ අදම ගන්න – පස්සේ පහසුවෙන් ගෙවන්න | 🔥 මාස 24ක් දක්වා 0% Interest Credit Card Payments Acceptable.. (Terms & Condition Apply*)🔴 උදේ 9.00 ඉඳන් රෑ 11.00 වෙනකම් — ඔබ වෙනුවෙන් අපි OPEN! 🔥”“Open from 9:00AM to 11:00PM — we’ve got you covered! 🔥”🔴 විනිමය අනුපාත හා වෙළඳපල තත්වයන් මත මිල ගනන් වෙනස් විය හැකි බව කරුණාවෙන් සලකන්න..Please note that prices may vary depending on exchange rates and market conditions..THIS PRICE IS VALID ONLY FOR 03 DAYS (14082026)🔴 විශේෂ දීමනා ලෙස ලබා දෙන මිල ගණන් යටතේ  අයිතමයන් මිලදී ගැනීමට ඔබ මෙම පොස්ටුව අපගේ ආයතනයට ඉදිරිපත් කළ යුතු අතර - එසේ නොවන සෑම විටම අපගේ කාර්ය මණ්ඩලය සාමාන්‍ය පාරිභෝගික  මිල යටතේ ඔබට භාණ්ඩ අලෙවි කරනු ඇති බව කරුණාවෙන්  සලකන්න.. (ඔන්ලයින් ඇණවුම් සදහා ස්ක්‍රීන් ෂොට් එකක් එවන්න)Please kindly consider that you have to display this post to our cashier to avail above special rates we given as offers (For online orders Please send Screenshot) If not our staff will billing all items you purchasing under our general shop sale prices.🔴 දිවයින පුරා භාණ්ඩ බෙදා හරින අතර, මුදල් ගෙවීමෙන් පසු ඔබට අදාල භාණ්ඩය කුරියර් මගින් ලබාගත හැක. (කොන්දේසි සහිතයි*)While we deliver goods island wide, you can receive your relevant item via courier after making the payment.(Terms & Condition Apply*) 🚖🚖🔴 භාණ්ඩ තොග ලැබීමේ විචල්‍යන්  මත මෙහි පලවන  සමහර චායරුප වල සහ අයිතමයේ මොඩලයන් අතර වෙනස් කම් පවතින අවස්ථාවන් තිබිය හැකි බව කරුණවෙන් සලකන්න. මිලදී ගැනීමට පෙර ඔබට අවශ්‍ය මොඩලය තිබේදැයි අපගේ ආයතනයෙන් විමසා තහවුරු කර ගත හැකිය..Above Mentioned Pictures can be different from the available stocks. You can check availability of models from our stores before make your order 🔴 වසර 16 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න..Avail our unique and experienced services pioneered in over 16 years of sales and reliable services. 💳 ක්‍රෙඩිට් සහ ඩෙබිට් කාඩ්පත් මගින් ගෙවීම් සිදු කළ හැක.. (කොන්දේසි සහිතයි*)Card Payments Acceptable.. (Terms & Condition Apply*)🔴 ""Koko ගෙවීම් පහසුකම ලබාගත හැක.. (කොන්දේසි සහිතයි*)Koko payment available.. (Terms & Condition Apply*) 📍🗺️කොළඹ දෙස සිට පැමිණෙන විට කිරිබත්ගොඩ Color Light එක පසු කර මීටර් 30 ක් පමණ එනවිට දකුණු පස පිහිටි ShaTech Zone පස්මහල් ගොඩනැගිල්ල..PLEASE VISIT OUR WEBSITE FOR MORE DEALS-----------------------------------------------------------------------ShaTech Zone – Kiribathgoda 34/B, New Kandy Road, Kiribathgoda Find on Google maps – ShaTech ZoneBEST PRICE CONTACTPosted By - Admin II"
HP ProBook 450 G7 256GB NVMe 8GB Ram i5 10th Gen Laptop,"Rs 109,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-450-g7-256gb-nvme-8gb-ram-i5-10th-gen-laptop-for-sale-colombo-16,,,,8GB,256 NVME,"i5 10th Gen HP ProBook 450 G7 256GB NVMe 8GB Ram Laptop❤️‍🔥🆂🅿🅴🅲🅸🅰🅻  🅿🆁🅸🅲🅴 ❤️‍🔥💻 වසර 15 කට වැඩි අත්දැකීම් සහ දිගු වගකීමක් සමඟ, ලංකාවේ අඩුම මිලට හොඳම දේ Computer Hub වෙතින්..♻️Lowest price with warranty ✅🌇 100% Condition 🤝✳️ Rs.109,500/- Only💥🤝💻 HP ProBook 450 G7 i5 10th Gen 8GB Ram 256GB NVMe 💻✅ Processor (CPU): Intel® Core™ i5-10210U 10th gen @ 1.6GHz Turbo Boost Technology ✅ Memory (RAM): 8GB DDR 4 ✅ Storage: 256GB NVMe ✅ Graphics: Intel UHD Graphics✅ Display Type: 15.6″ HD isplay✅ Brand New Condition⭕ Price - Rs.109,500/=⭕ 03 Month Warranty + 1 year Service Warranty⭕ Credit Card Installments Available⭕ Koko payment accepted-----------------------------------------------දිවයින පුරා ඔබගේ නිවසටම ආරක්ෂිතව භාණ්ඩ ගෙන්වා ගැනීමට අපව අමතන්න. 🚚🚚 🌐අපේ Website එකෙන් හැම Available Laptop, Desktop සහ Monitor එකක්ම බලාගන්න - https://computerhub.lk/𝙒𝙚 𝙖𝙘𝙘𝙚𝙥𝙩 𝙆𝙊𝙆𝙊 (වාරික 3කට ගෙවන්න)📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📲📌COMPUTER HUB (Excellence Service Of 20 Years In Industry ▪️ Location - https://goo.gl/maps/DAyrYBdYdo5ryufq8▪️ No. 179/A, Dutugemunu Street, Kohuwala. (In HNB Bank Building,  Kohuwala)"
