brand,model,condition,currency,dual_sim,has_5g,has_esim,warranty_days,storage_gb,ram_gb,battery_health_percent,listed_price,phone_type,model_tier,brand_tier,phone_age_years,is_flagship
Xiaomi,Redmi Note 8,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,4,2,3.0,0
Xiaomi,Redmi 9C,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,11000.0,android,3,2,3.0,0
Vivo,Y1S,used,LKR,1,0,0,0.0,64.0,2.0,,13000.0,android,3,2,3.0,0
Xiaomi,Redmi Note 7 Pro,used,LKR,1,0,0,0.0,128.0,6.0,,18995.0,android,4,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,10000.0,android,3,2,3.0,0
Oppo,A57,used,LKR,1,0,0,0.0,64.0,4.0,,16500.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12450.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,11600.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,10890.0,android,3,2,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,16.0,3.0,,18000.0,android,3,2,3.0,0
Sony,Xperia XZ2,used,LKR,1,0,0,0.0,64.0,4.0,,7500.0,android,3,3,3.0,0
Xiaomi,Mi 9,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,17500.0,android,3,3,3.0,0
Samsung,Galaxy M12,used,LKR,1,0,0,0.0,64.0,3.0,,10500.0,android,3,3,3.0,0
OnePlus,OnePlus 8,used,LKR,1,1,0,0.0,128.0,8.0,,19990.0,android,3,2,3.0,0
Samsung,Galaxy M10,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,3,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,3.0,,12550.0,android,3,2,3.0,0
Samsung,Galaxy A03,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12540.0,android,3,2,3.0,0
Samsung,Galaxy A05,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,3,3.0,0
Xiaomi,Redmi 9,used,LKR,1,0,0,0.0,64.0,3.0,,13999.0,android,3,2,3.0,0
Samsung,Galaxy J7,used,LKR,1,0,0,0.0,64.0,2.0,,8000.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,13000.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,64.0,4.0,,14500.0,android,3,2,3.0,0
Samsung,Galaxy A05,used,LKR,1,0,0,0.0,64.0,4.0,,19500.0,android,3,3,3.0,0
Samsung,Galaxy Note 3,used,LKR,1,0,0,0.0,64.0,4.0,,7000.0,android,3,3,3.0,0
Realme,2 Pro,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,64.0,2.0,,6000.0,android,3,3,3.0,0
Sony,Xperia XZ3,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,3,3.0,0
Xiaomi,Redmi A5,used,LKR,1,0,0,0.0,64.0,3.0,,19000.0,android,2,2,3.0,0
Xiaomi,Redmi 10,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,2,3.0,0
Realme,C20,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Vivo,Y20,used,LKR,1,0,0,0.0,64.0,3.0,,18000.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,12520.0,android,3,2,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,3.0,,12750.0,android,3,2,3.0,0
Oppo,A31,used,LKR,1,0,0,0.0,256.0,8.0,,16000.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,12550.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14540.0,android,3,2,3.0,0
Samsung,Galaxy J7,used,LKR,1,0,0,0.0,64.0,2.0,,9500.0,android,3,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,12650.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12650.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,12750.0,android,3,2,3.0,0
Motorola,E13,used,LKR,1,0,0,0.0,64.0,3.0,,17000.0,android,3,2,3.0,0
Xiaomi,Poco M3,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,4,2,3.0,0
Samsung,Galaxy J2,used,LKR,1,0,0,0.0,64.0,1.0,,9000.0,android,3,3,3.0,0
Tecno,Pop 5,used,LKR,1,0,0,0.0,64.0,2.0,,16000.0,android,3,1,3.0,0
ZTE,Blade A55,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,1,3.0,0
Huawei,Y7,used,LKR,1,0,0,0.0,64.0,3.0,,9900.0,android,3,2,3.0,0
Xiaomi,Redmi Note 11,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,4,2,3.0,0
Infinix,Hot 50i,used,LKR,1,0,0,0.0,128.0,6.0,,19000.0,android,3,1,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,16000.0,android,2,2,3.0,0
Samsung,Galaxy S9+,used,LKR,1,0,0,0.0,64.0,6.0,,20000.0,android,3,3,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,64.0,3.0,,13500.0,android,3,3,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,64.0,2.0,,14000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,5000.0,android,3,2,3.0,0
Xiaomi,Redmi 10A,used,LKR,1,0,0,0.0,64.0,2.0,,18000.0,android,3,2,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,2,2,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,2,3.0,0
Huawei,Y6p,used,LKR,1,0,0,0.0,64.0,3.0,,8000.0,android,3,2,3.0,0
Samsung,Galaxy M32,used,LKR,1,0,0,0.0,64.0,4.0,,10800.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12508.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14500.0,android,3,2,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,64.0,2.0,,13000.0,android,3,3,3.0,0
Sony,Xperia 1 1,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,3,3.0,0
Xiaomi,Redmi Note 7 Pro,used,LKR,1,0,0,0.0,128.0,6.0,,18999.0,android,4,2,3.0,0
Infinix,Smart 10,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,1,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,12999.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,10994.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12568.0,android,3,2,3.0,0
Samsung,Galaxy A13,used,LKR,1,0,0,0.0,64.0,3.0,,13000.0,android,3,3,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14500.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,12500.0,android,3,2,3.0,0
Samsung,Galaxy J7,used,LKR,1,0,0,0.0,64.0,2.0,,12000.0,android,3,3,3.0,0
Oppo,A5s,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,2,3.0,0
Xiaomi,Redmi A1,used,LKR,1,0,0,0.0,64.0,2.0,,20000.0,android,2,2,3.0,0
Xiaomi,Redmi 12C,used,LKR,1,0,0,0.0,64.0,3.0,,16000.0,android,3,2,3.0,0
Vivo,Y1S,used,LKR,1,0,0,0.0,32.0,2.0,,16500.0,android,3,2,3.0,0
Vivo,Y21,used,LKR,1,0,0,0.0,64.0,4.0,,19999.0,android,3,2,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,13000.0,android,2,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,12500.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12500.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,12499.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,128.0,3.0,,14599.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12560.0,android,3,2,3.0,0
Google,Pixel 6,used,LKR,1,1,1,0.0,64.0,8.0,,20000.0,android,6,3,3.0,0
ZTE,Blade A36,used,LKR,1,0,0,0.0,64.0,4.0,,18990.0,android,3,1,3.0,0
Honor,X5,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Huawei,Nova 3i,used,LKR,1,0,0,0.0,64.0,4.0,,7500.0,android,3,2,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,64.0,1.0,,9000.0,android,3,2,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,14500.0,android,3,3,3.0,0
Google,Pixel 4,used,LKR,1,0,1,0.0,64.0,6.0,,16500.0,android,3,3,3.0,0
Xiaomi,Redmi A3,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,2,2,3.0,0
Tecno,Spark 30c,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,1,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,10500.0,android,3,3,3.0,0
Huawei,Y7p,used,LKR,1,0,0,0.0,64.0,4.0,,9500.0,android,3,2,3.0,0
Xiaomi,Redmi 9C,used,LKR,1,0,0,0.0,64.0,2.0,,19000.0,android,3,2,3.0,0
Sony,Xperia 1,used,LKR,1,0,0,0.0,64.0,6.0,,14000.0,android,3,3,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,10500.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12590.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15450.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14553.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Samsung,Galaxy M21,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,3,3.0,0
Infinix,Smart 8,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,1,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,2,3.0,0
ZTE,Blade A71,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,3,1,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,128.0,4.0,,12555.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12555.0,android,3,2,3.0,0
Tecno,Pop 7,used,LKR,1,0,0,0.0,64.0,3.0,,14000.0,android,3,1,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,16.0,3.0,,20000.0,android,3,2,3.0,0
Motorola,G30,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14499.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12560.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15549.0,android,3,2,3.0,0
Infinix,SMART 7,used,LKR,1,0,0,0.0,64.0,2.0,,16000.0,android,3,1,3.0,0
Infinix,Smart 8,used,LKR,1,0,0,0.0,64.0,4.0,,19000.0,android,3,1,3.0,0
Samsung,Galaxy M13,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,3,3.0,0
Oppo,A17K,used,LKR,1,0,0,0.0,64.0,3.0,,17000.0,android,3,2,3.0,0
Xiaomi,Redmi A5,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,2,2,3.0,0
Infinix,Hot 11,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,1,3.0,0
Realme,C33,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Oppo,A58,used,LKR,1,0,0,0.0,64.0,6.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,32.0,2.0,,12000.0,android,3,3,3.0,0
Oppo,A5s,used,LKR,1,0,0,0.0,64.0,2.0,,10500.0,android,3,2,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,2,3.0,0
Xiaomi,Redmi Note 11T,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,4,2,3.0,0
Huawei,Y6p,used,LKR,1,0,0,0.0,64.0,3.0,,8500.0,android,3,2,3.0,0
Google,Pixel 3,used,LKR,1,0,1,0.0,64.0,4.0,,20000.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12511.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14511.0,android,3,2,3.0,0
ZTE,Blade V50,used,LKR,1,0,0,0.0,64.0,4.0,,13000.0,android,3,1,3.0,0
Vivo,Y12S,used,LKR,1,0,0,0.0,64.0,3.0,,9965.0,android,3,2,3.0,0
Xiaomi,Redmi Note 9 Pro,used,LKR,1,0,0,0.0,64.0,4.0,,12000.0,android,4,2,3.0,0
ZTE,Blade A53,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,1,3.0,0
Samsung,Galaxy A11,used,LKR,1,0,0,0.0,64.0,2.0,,11500.0,android,3,3,3.0,0
Samsung,Galaxy M20,used,LKR,1,0,0,0.0,64.0,3.0,,12500.0,android,3,3,3.0,0
Samsung,Galaxy M21,used,LKR,1,0,0,0.0,64.0,4.0,,12500.0,android,3,3,3.0,0
Xiaomi,Redmi Note 7,used,LKR,1,0,0,0.0,64.0,3.0,,18900.0,android,4,2,3.0,0
Samsung,Galaxy A20,used,LKR,1,0,0,0.0,64.0,3.0,,11500.0,android,3,3,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,3,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,11500.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12775.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,9500.0,android,3,2,3.0,0
Honor,X6c,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,3,2,3.0,0
Honor,Play10,used,LKR,1,0,0,0.0,64.0,4.0,,9700.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,10500.0,android,3,3,3.0,0
Samsung,Galaxy J5,used,LKR,1,0,0,0.0,64.0,2.0,,7500.0,android,3,3,3.0,0
Xiaomi,Redmi 9A,used,LKR,1,0,0,0.0,64.0,2.0,,11500.0,android,3,2,3.0,0
Oppo,A12,used,LKR,1,0,0,0.0,64.0,4.0,,9000.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,13000.0,android,3,2,3.0,0
Xiaomi,Redmi 9C,used,LKR,1,0,0,0.0,64.0,2.0,,18000.0,android,3,2,3.0,0
Samsung,Galaxy J7 Prime,used,LKR,1,0,0,0.0,64.0,4.0,,6500.0,android,3,3,3.0,0
Samsung,Galaxy M01,used,LKR,1,0,0,0.0,64.0,3.0,,7000.0,android,3,3,3.0,0
Honor,X5b,used,LKR,1,0,0,0.0,64.0,4.0,,13500.0,android,3,2,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Realme,C11,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Oppo,A12,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,2,3.0,0
Motorola,G30,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy A05s,used,LKR,1,0,0,0.0,64.0,4.0,,17500.0,android,3,3,3.0,0
Motorola,G04s,used,LKR,1,0,0,0.0,64.0,6.0,,19000.0,android,3,2,3.0,0
Realme,8,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Samsung,Galaxy A04s,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,3,3,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14555.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15565.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12560.0,android,3,2,3.0,0
Oppo,A83,used,LKR,1,0,0,0.0,64.0,4.0,,11000.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14590.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12590.0,android,3,2,3.0,0
Samsung,Galaxy J7,used,LKR,1,0,0,0.0,64.0,2.0,,12000.0,android,3,3,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,13000.0,android,3,3,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,64.0,2.0,,9500.0,android,3,3,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,15500.0,android,3,3,3.0,0
Samsung,Galaxy M12,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,3,3,3.0,0
Samsung,Galaxy M12,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,3,3,3.0,0
Vivo,V202,used,LKR,1,0,0,0.0,32.0,3.0,,18000.0,android,3,2,3.0,0
Samsung,Galaxy A04e,used,LKR,1,0,0,0.0,32.0,3.0,,13000.0,android,3,3,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15500.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14599.0,android,3,2,3.0,0
Samsung,Galaxy S5,used,LKR,1,0,0,0.0,64.0,2.0,,4000.0,android,3,3,3.0,0
ZTE,Blade A35,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,1,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14580.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12580.0,android,3,2,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,16.0,3.0,,16000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Samsung,Galaxy A21s,used,LKR,1,0,0,0.0,64.0,3.0,,13500.0,android,3,3,3.0,0
Samsung,Galaxy A10s,used,LKR,1,0,0,0.0,64.0,2.0,,11500.0,android,3,3,3.0,0
Tecno,Pop 7,used,LKR,1,0,0,0.0,64.0,2.0,,6500.0,android,3,1,3.0,0
Huawei,Nova 7i,used,LKR,1,0,0,0.0,64.0,8.0,,20000.0,android,3,2,3.0,0
ZTE,Blade A51,used,LKR,1,0,0,0.0,128.0,4.0,,15000.0,android,3,1,3.0,0
Realme,C11,used,LKR,1,0,0,0.0,64.0,4.0,,9500.0,android,3,2,3.0,0
Samsung,Galaxy M02s,used,LKR,1,0,0,0.0,64.0,3.0,,16500.0,android,3,3,3.0,0
Google,Pixel 3,used,LKR,1,0,1,0.0,64.0,4.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,64.0,2.0,,11000.0,android,3,3,3.0,0
Vivo,Y85,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Realme,C15,used,LKR,1,0,0,0.0,64.0,4.0,,18500.0,android,3,2,3.0,0
Samsung,Galaxy M02,used,LKR,1,0,0,0.0,64.0,2.0,,17000.0,android,3,3,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,16500.0,android,3,2,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,64.0,3.0,,17500.0,android,3,3,3.0,0
Samsung,Galaxy A01,used,LKR,1,0,0,0.0,64.0,2.0,,8000.0,android,3,3,3.0,0
Infinix,Hot 10,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,1,3.0,0
Oppo,A31,used,LKR,1,0,0,0.0,64.0,4.0,,15500.0,android,3,2,3.0,0
Xiaomi,Redmi 12C,used,LKR,1,0,0,0.0,64.0,3.0,,20000.0,android,3,2,3.0,0
Samsung,Galaxy A10,used,LKR,1,0,0,0.0,64.0,2.0,,15000.0,android,3,3,3.0,0
Samsung,Galaxy A03s,used,LKR,1,0,0,0.0,64.0,3.0,,16500.0,android,3,3,3.0,0
Google,Pixel 3 a,used,LKR,1,0,1,0.0,64.0,4.0,,17500.0,android,3,3,3.0,0
Samsung,Galaxy A04s,used,LKR,1,0,0,0.0,64.0,3.0,,14500.0,android,3,3,3.0,0
Xiaomi,Redmi A2 plus,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,2,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12557.0,android,3,2,3.0,0
Samsung,Galaxy A31,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,3,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14560.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12560.0,android,3,2,3.0,0
Vivo,Y17,used,LKR,1,0,0,0.0,256.0,4.0,,15567.0,android,3,2,3.0,0
ZTE,Blade A31,used,LKR,1,0,0,0.0,64.0,4.0,,7500.0,android,3,1,3.0,0
ZTE,Blade A55,used,LKR,1,0,0,0.0,64.0,4.0,,14999.0,android,3,1,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,64.0,3.0,,18000.0,android,3,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,13500.0,android,3,3,3.0,0
Samsung,Galaxy M01s,used,LKR,1,0,0,0.0,64.0,3.0,,8000.0,android,3,3,3.0,0
Huawei,Y6,used,LKR,1,0,0,0.0,64.0,2.0,,3000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,64.0,3.0,,18750.0,android,3,2,3.0,0
Samsung,Galaxy A04,used,LKR,1,0,0,0.0,64.0,3.0,,13500.0,android,3,3,3.0,0
Oppo,A31,used,LKR,1,0,0,0.0,64.0,4.0,,16000.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14499.0,android,3,2,3.0,0
Samsung,Galaxy Z Flip3,used,LKR,1,0,0,0.0,64.0,8.0,,20000.0,android,9,3,3.0,1
Oppo,A57,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,3,2,3.0,0
Samsung,Galaxy S8,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,3,3.0,0
Samsung,Galaxy J7,used,LKR,1,0,0,0.0,64.0,2.0,,10000.0,android,3,3,3.0,0
Xiaomi,Redmi Note 9 Pro,used,LKR,1,0,0,0.0,64.0,4.0,,15500.0,android,4,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14551.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12551.0,android,3,2,3.0,0
ZTE,Blade A35,used,LKR,1,0,0,0.0,32.0,2.0,,15000.0,android,3,1,3.0,0
Samsung,Galaxy A12,used,LKR,1,0,0,0.0,32.0,3.0,,19990.0,android,3,3,3.0,0
Xiaomi,Xiaomi 12,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Xiaomi,Xiaomi 12,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,2,3.0,0
Samsung,Galaxy S7,used,LKR,1,0,0,0.0,64.0,4.0,,10000.0,android,3,3,3.0,0
Samsung,Galaxy M20,used,LKR,1,0,0,0.0,64.0,3.0,,9000.0,android,3,3,3.0,0
Oppo,A53,used,LKR,1,0,0,0.0,64.0,4.0,,20000.0,android,3,2,3.0,0
Huawei,Nova 7i,used,LKR,1,0,0,0.0,128.0,8.0,,18000.0,android,3,2,3.0,0
ZTE,Blade A55,used,LKR,1,0,0,0.0,64.0,4.0,,14000.0,android,3,1,3.0,0
Oppo,A16,used,LKR,1,0,0,0.0,64.0,4.0,,15000.0,android,3,2,3.0,0
Xiaomi,Xiaomi 12,used,LKR,1,0,0,0.0,64.0,4.0,,17000.0,android,3,2,3.0,0
Vivo,Y11,used,LKR,1,0,0,0.0,256.0,3.0,,14500.0,android,3,2,3.0,0
Vivo,Y66,used,LKR,1,0,0,0.0,64.0,4.0,,6000.0,android,3,2,3.0,0
Samsung,Galaxy M11,used,LKR,1,0,0,0.0,64.0,3.0,,15000.0,android,3,3,3.0,0
Huawei,Y5,used,LKR,1,0,0,0.0,64.0,1.0,,6500.0,android,3,2,3.0,0
Samsung,Galaxy J1,used,LKR,1,0,0,0.0,64.0,1.0,,6000.0,android,3,3,3.0,0
Samsung,Galaxy Note 3,used,LKR,1,0,0,0.0,32.0,3.0,,8000.0,android,3,3,3.0,0
Samsung,Galaxy A04e,used,LKR,1,0,0,0.0,64.0,3.0,,11500.0,android,3,3,3.0,0
Oppo,A3s,used,LKR,1,0,0,0.0,128.0,3.0,,10499.0,android,3,2,3.0,0
Vivo,Y93,used,LKR,1,0,0,0.0,128.0,4.0,,12550.0,android,3,2,3.0,0
Huawei,Nova 3i,used,LKR,1,0,0,0.0,64.0,4.0,,18000.0,android,3,2,3.0,0
